TIPO DE PRODUCTO,RAZON SOCIAL VISITADA,ENTIDAD,INCUMPLIMIENTO
AGUA  PURIFICADA,LA TERTURLIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,LA TERTURLIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,LA TERTURLIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VINO TINTO,AL ANDALUZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VINO TINTO,AL ANDALUZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VINO TINTO,AL ANDALUZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA REPOSADO,OPERADORA DE RESTAURANTES IMJS  S.A. DE C.V.   Y/O BELLINI,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TEQUILA,OPERADORA DE RESTAURANTES IMJS  S.A. DE C.V.   Y/O BELLINI,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
WHISKY ESCOCES,OPERADORA DE RESTAURANTES IMJS  S.A. DE C.V.   Y/O BELLINI,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
VODKA,OPERADORA DE RESTAURANTES IMJS  S.A. DE C.V.   Y/O BELLINI,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LAMPARAS,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,Potencia de 100w y marores no pueden comercializarse con eficacia menor a 20.69 lm/w a partir del 31dic11
LAMPARAS,TIENDAS TRES B  S.A. DE C.V.,DISTRITO FEDERAL,toma de muestras
PRODUCTOS ALIMENTICIOS,TIENDAS CHEDRAUI S.A. DE C.V.,MEXICO,Informacion adicional ( la cual no debe ser contradictoria con los requisitos obligatorios de la norma )
PRODUCTOS ALIMENTICIOS,TIENDAS CHEDRAUI S.A. DE C.V.,MEXICO,toma de muestras
ZAPATOS,BROOKS BROTHERS Y/O I NOSTRIS FRATELLI  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,BROOKS BROTHERS Y/O I NOSTRIS FRATELLI  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,BROOKS BROTHERS Y/O I NOSTRIS FRATELLI  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,EXPRESS Y/O MEXPRESS MODA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,EXPRESS Y/O MEXPRESS MODA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,EXPRESS Y/O MEXPRESS MODA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
AGUA  PURIFICADA,MISCELANEA ADRIANA II Y/O MELO SIERRA ESPERANZA,MEXICO,NO SE DETECTO INCUMPLIMIENTO
REFRESCOS,MISCELANEA ADRIANA II Y/O MELO SIERRA ESPERANZA,MEXICO,NO SE DETECTO INCUMPLIMIENTO
TELEFONOS,FANDIS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
TELEFONOS,FANDIS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,DISTRIBUIDORA LIVERPOOL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,DISTRIBUIDORA LIVERPOOL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (TIENDA WALMART),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,DISTELUB  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V.,DISTRITO FEDERAL,toma de muestras
ARTICULOS DEL HOGAR,BED BATH & BEYOND MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,Carece de advertencias de riesgo por medio de leyendas graficas o simbolos precautorios
ARTICULOS DEL HOGAR,BED BATH & BEYOND MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,Carece de advertencias de riesgo por medio de leyendas graficas o simbolos precautorios
ARTICULOS DEL HOGAR,BED BATH & BEYOND MEXICO  S. DE R.L. DE C.V.,DISTRITO FEDERAL,Carece de advertencias de riesgo por medio de leyendas graficas o simbolos precautorios
ROPA CABALLERO,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS P/ TELEFONO CELULAR,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,CORONADO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,CORONADO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,CORONADO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,LLANTERA EL REY  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,LLANTERA EL REY  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,LLANTERA EL REY  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,MILLA CONTINENTAL  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,MILLA CONTINENTAL  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,RADIAL LLANTAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,RADIAL LLANTAS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA  EL SOL Y/O GERARDO ORTEGA ESPINOZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA  EL SOL Y/O GERARDO ORTEGA ESPINOZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA  EL SOL Y/O GERARDO ORTEGA ESPINOZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE FERRETERIA,TLAPALERIA  EL SOL Y/O GERARDO ORTEGA ESPINOZA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA MENDOZA Y/O ZEUS IMPERIAL  S DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA MENDOZA Y/O ZEUS IMPERIAL  S DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA MENDOZA Y/O ZEUS IMPERIAL  S DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACCESORIOS PARA AUTOS,REFACCIONARIA MENDOZA Y/O ZEUS IMPERIAL  S DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,REFACCIONARIA MENDOZA Y/O ZEUS IMPERIAL  S DE R.L. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ROPA INFANTIL,CARLITO Y/O NADER JACOBO GEORGES ANTOINE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,CARLITO Y/O NADER JACOBO GEORGES ANTOINE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
BLANCOS PARA EL HOGAR,CARLITO Y/O NADER JACOBO GEORGES ANTOINE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,HERRAMIENTAS EL 20 DE CORREGIDORA Y/O PEDRO DELGADO LOPEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,HERRAMIENTAS EL 20 DE CORREGIDORA Y/O PEDRO DELGADO LOPEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PILAS,HERRAMIENTAS EL 20 DE CORREGIDORA Y/O PEDRO DELGADO LOPEZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,ARTESANIAS QUIROZ Y/O ALFONSO QUIROZ RESENDIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,ARTESANIAS QUIROZ Y/O ALFONSO QUIROZ RESENDIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,ARTESANIAS QUIROZ Y/O ALFONSO QUIROZ RESENDIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,ARTESANIAS QUIROZ Y/O ALFONSO QUIROZ RESENDIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,ARTESANIAS QUIROZ Y/O ALFONSO QUIROZ RESENDIZ,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
GALLETAS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRODUCTOS ALIMENTICIOS,TIENDAS CHEDRAUI  S.A. DE C.V.,DISTRITO FEDERAL,Informacion adicional ( la cual no debe ser contradictoria con los requisitos obligatorios de la norma )
ARTICULOS DEL HOGAR,ARTESANIAS Y/O LUIS ANTONIO BORJAS NEYRA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,ARTESANIAS Y/O LUIS ANTONIO BORJAS NEYRA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,ARTESANIAS Y/O LUIS ANTONIO BORJAS NEYRA,DISTRITO FEDERAL,Carece de leyenda que identifique el pais de origen del producto
JOYERIA DE FANTASIA,ARTESANIAS Y/O LUIS ANTONIO BORJAS NEYRA,DISTRITO FEDERAL,Carece de leyenda que identifique el pais de origen del producto
JOYERIA DE FANTASIA,ARTESANIAS Y/O LUIS ANTONIO BORJAS NEYRA,DISTRITO FEDERAL,Carece de leyenda que identifique el pais de origen del producto
PRENDAS DE VESTIR,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COPPEL  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUPER OFERTAS LICO  S.A. DE C V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUPER OFERTAS LICO  S.A. DE C V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUPER OFERTAS LICO  S.A. DE C V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUPER OFERTAS LICO  S.A. DE C V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ROPA CABALLERO,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LENTES PARA SOL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PIEL,SANBORN HERMANOS  S.A. ( SANBORNS ),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,DISTRIBUIDORA LLANTERA REVILLA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,DISTRIBUIDORA LLANTERA REVILLA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,BODEGA AVANTE DE PUEBLA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,BODEGA AVANTE DE PUEBLA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,BODEGA AVANTE DE PUEBLA  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,CORONADO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,CORONADO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,CORONADO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,PROVEEDORA GENERAL POPO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,PROVEEDORA GENERAL POPO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,PROVEEDORA GENERAL POPO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,PROVEEDORA GENERAL POPO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
ARTICULOS DE FERRETERIA,TLAPALERIA DISTRIBUIDORA DURAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
APARATOS ELECTRICOS,TLAPALERIA DISTRIBUIDORA DURAN,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE LUBRICANTE AUTOMOTRIZ,REFACCIONARIA AMERICA  Y/O  MAYA GUERRERO BETZABE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,REFACCIONARIA AMERICA  Y/O  MAYA GUERRERO BETZABE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,REFACCIONARIA AMERICA  Y/O  MAYA GUERRERO BETZABE,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CORPORATIVO DE AUTOPARTES OCEANO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CORPORATIVO DE AUTOPARTES OCEANO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CORPORATIVO DE AUTOPARTES OCEANO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CORPORATIVO DE AUTOPARTES OCEANO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CENTRO DE DISTRIBUCION ORIENTE S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CENTRO DE DISTRIBUCION ORIENTE S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
REFACCIONES,CENTRO DE DISTRIBUCION ORIENTE S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
UNIFORMES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPEL,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
UNIFORMES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DEL HOGAR,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.    (SUPERAMA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ZHEN XI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ZHEN XI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DE PERFUMERIA Y BELLEZA,ZHEN XI  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PLAYERAS,CHICKY BABY'S Y/O MARIO GASCA GUERRERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PANTALON,CHICKY BABY'S Y/O MARIO GASCA GUERRERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,CHICKY BABY'S Y/O MARIO GASCA GUERRERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ROPA INFANTIL,CHICKY BABY'S Y/O MARIO GASCA GUERRERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ROPA INFANTIL,CHICKY BABY'S Y/O MARIO GASCA GUERRERO,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,ABELLA COLLECTION Y/O JOSE LUIS I–IGUEZ GARCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,ABELLA COLLECTION Y/O JOSE LUIS I–IGUEZ GARCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,ABELLA COLLECTION Y/O JOSE LUIS I–IGUEZ GARCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,ABELLA COLLECTION Y/O JOSE LUIS I–IGUEZ GARCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS PARA EL CABELLO,ABELLA COLLECTION Y/O JOSE LUIS I–IGUEZ GARCIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COMERCIALIZADORA CACHIGUANGO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COMERCIALIZADORA CACHIGUANGO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COMERCIALIZADORA CACHIGUANGO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ROPA CABALLERO,COMERCIALIZADORA CACHIGUANGO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,COMERCIALIZADORA CACHIGUANGO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,FANTASIAS SUNRI Y/O SUNRI IMPOR-EXPOR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,FANTASIAS SUNRI Y/O SUNRI IMPOR-EXPOR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,FANTASIAS SUNRI Y/O SUNRI IMPOR-EXPOR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,FANTASIAS SUNRI Y/O SUNRI IMPOR-EXPOR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
JOYERIA DE FANTASIA,FANTASIAS SUNRI Y/O SUNRI IMPOR-EXPOR  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,YOUNG OUK PARK,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,YOUNG OUK PARK,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,YOUNG OUK PARK,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,YOUNG OUK PARK,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
PRENDAS DE VESTIR,YOUNG OUK PARK,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS ESCOLARES,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS ESCOLARES,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS ESCOLARES,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DE PAPELERIA,MAGOGOS DE MEXICO  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DESECHABLES PARA FIESTA,TODO UN UNIVERSO EN GLOBOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ARTICULOS DESECHABLES,TODO UN UNIVERSO EN GLOBOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ART. DESECHABLES PARA FIESTA,TODO UN UNIVERSO EN GLOBOS  S.A. DE C.V.,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ACEITE COMESTIBLE,VINATERIA Y ABARROTES HERNANDEZ Y/O BALTAZAR HERNANDEZ REYES,MEXICO,NO SE DETECTO INCUMPLIMIENTO
FRIJOLES,VINATERIA Y ABARROTES HERNANDEZ Y/O BALTAZAR HERNANDEZ REYES,MEXICO,NO SE DETECTO INCUMPLIMIENTO
DESTILADO DE AGAVE,VINATERIA Y ABARROTES HERNANDEZ Y/O BALTAZAR HERNANDEZ REYES,MEXICO,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
ZAPATOS,SUBURBIA  S. DE R.L. DE C.V. (SUBURBIA),DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO
LLANTAS PARA AUTOMOVILES,EDA BATERIAS Y SERVICIO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
LLANTAS PARA AUTOMOVILES,EDA BATERIAS Y SERVICIO  S.A. DE C.V.,DISTRITO FEDERAL,CARECE DE CERTIFICADO DE CUMPLIMIENTO DE LA NOM
